source_id,material_grade,formulation_id,condition_id,source_workbook_name,sample_id,source_sample_label,source_Fmax_MPa,source_strain_at_Fmax_percent,source_fracture_stress_MPa,source_elongation_at_break_percent,source_young_modulus_MPa,curve_point_count,tensile_strength_MPa,elongation_at_break_percent,toughness_MJ_m3,young_modulus_0_5pct_MPa,negative_strain_step_fraction,endpoint_quality_status,curve_sha256,cross_gold_curve_duplicate,source_young_modulus_qc_status,toughness_semantics,material_class,chemistry_mapping_status,process_mapping_status,target_role,model_admission_layer,usage_mode,sample_weight_ceiling,process_model_weight_ceiling,split_group,source_locator,source_file_sha256,license,citation_keys
source_mendeley_wfsm6f9rbn_v1,EOS TPU 1301,EOS TPU 1301,TPU_1,TPU_1.xls,silver|TPU_1|Éprouvette 1,Éprouvette 1,4.0711431382510135,160.01432671397924,3.8188073881282847,166.93090691417456,37.396481097947664,993,4.0711431382510135,166.93090691417456,4.998960267469212,21.110607748194717,0.0,valid,ffd90e97c854c6d1feb630852c64260e1f27dcde942fcc5a131894f680795a0f,False,valid,direct_tensile_curve_area_silver_process_not_new_chemistry,SLS_printed_thermoplastic_polyurethane,commercial_grade_known,exploratory_condition_code_detailed_mapping_incomplete,direct_tensile_toughness_silver_process,SLS_TPU_process_silver,low_weight_process_transfer_only,0.15,0.0,10.17632/wfsm6f9rbn.1|EOS TPU 1301,数据/原始/外部数据/新增开放数据/Mendeley_SLS_TPU工艺力学/结构化表格/TPU_1.xls#sample=Éprouvette 1,ab96fc8717c545631d4ffb9dedb096f778620beab9141d49edfea7458c0870ad,CC-BY-4.0,reference-59
source_mendeley_wfsm6f9rbn_v1,EOS TPU 1301,EOS TPU 1301,TPU_1,TPU_1.xls,silver|TPU_1|Éprouvette 2,Éprouvette 2,3.918233856441468,149.18991364818066,3.8294412207415722,155.64812936168164,36.3902293219981,942,3.918233856441468,155.64812936168164,4.442714083065914,22.456619863928488,0.0,valid,b653ed2146e2894b8a082670f5f3b98744b2f68089bd92501c17f943c6095990,False,valid,direct_tensile_curve_area_silver_process_not_new_chemistry,SLS_printed_thermoplastic_polyurethane,commercial_grade_known,exploratory_condition_code_detailed_mapping_incomplete,direct_tensile_toughness_silver_process,SLS_TPU_process_silver,low_weight_process_transfer_only,0.15,0.0,10.17632/wfsm6f9rbn.1|EOS TPU 1301,数据/原始/外部数据/新增开放数据/Mendeley_SLS_TPU工艺力学/结构化表格/TPU_1.xls#sample=Éprouvette 2,ab96fc8717c545631d4ffb9dedb096f778620beab9141d49edfea7458c0870ad,CC-BY-4.0,reference-59
source_mendeley_wfsm6f9rbn_v1,EOS TPU 1301,EOS TPU 1301,TPU_1,TPU_1.xls,silver|TPU_1|Éprouvette 3,Éprouvette 3,3.9007873267882736,141.04583578370512,3.6752253408472106,146.46206693910062,36.21290437682334,873,3.9007873267882736,146.46206693910062,4.145246307927738,22.43282635061207,0.0,valid,3367d0a799a39d952d7624c012ccf9c2b6161d9baf749cb9ad17318a3a314a47,False,valid,direct_tensile_curve_area_silver_process_not_new_chemistry,SLS_printed_thermoplastic_polyurethane,commercial_grade_known,exploratory_condition_code_detailed_mapping_incomplete,direct_tensile_toughness_silver_process,SLS_TPU_process_silver,low_weight_process_transfer_only,0.15,0.0,10.17632/wfsm6f9rbn.1|EOS TPU 1301,数据/原始/外部数据/新增开放数据/Mendeley_SLS_TPU工艺力学/结构化表格/TPU_1.xls#sample=Éprouvette 3,ab96fc8717c545631d4ffb9dedb096f778620beab9141d49edfea7458c0870ad,CC-BY-4.0,reference-59
source_mendeley_wfsm6f9rbn_v1,EOS TPU 1301,EOS TPU 1301,TPU_1,TPU_1.xls,silver|TPU_1|Éprouvette 4,Éprouvette 4,3.9946614278978627,161.56187730515376,3.8881559446667433,167.39493089402094,37.14697651967998,895,3.9946614278978627,167.39493089402094,4.947341946027648,22.098968361690773,0.0,valid,11a4da025cfee182ee925f49fda7aba765baffd5fd2ea5dc4fad300e2cf5968b,False,valid,direct_tensile_curve_area_silver_process_not_new_chemistry,SLS_printed_thermoplastic_polyurethane,commercial_grade_known,exploratory_condition_code_detailed_mapping_incomplete,direct_tensile_toughness_silver_process,SLS_TPU_process_silver,low_weight_process_transfer_only,0.15,0.0,10.17632/wfsm6f9rbn.1|EOS TPU 1301,数据/原始/外部数据/新增开放数据/Mendeley_SLS_TPU工艺力学/结构化表格/TPU_1.xls#sample=Éprouvette 4,ab96fc8717c545631d4ffb9dedb096f778620beab9141d49edfea7458c0870ad,CC-BY-4.0,reference-59
source_mendeley_wfsm6f9rbn_v1,EOS TPU 1301,EOS TPU 1301,TPU_10,TPU_10.xls,silver|TPU_10|Éprouvette 1,Éprouvette 1,5.179869691734668,153.80943812849,5.015824493079611,157.68464602949098,57.79628366629292,1021,5.179869691734668,157.68464602949098,6.148595734119082,33.32504382196043,0.0,valid,8d872de1b41bbc4738cdbf0872ffc6bcd98cd1df4252298047405db13f2067bf,True,valid,direct_tensile_curve_area_silver_process_not_new_chemistry,SLS_printed_thermoplastic_polyurethane,commercial_grade_known,exploratory_condition_code_detailed_mapping_incomplete,direct_tensile_toughness_silver_process,SLS_TPU_process_silver,low_weight_process_transfer_only,0.0,0.0,10.17632/wfsm6f9rbn.1|EOS TPU 1301,数据/原始/外部数据/新增开放数据/Mendeley_SLS_TPU工艺力学/结构化表格/TPU_10.xls#sample=Éprouvette 1,b7bce671fce56e173064ade8e516c66d11f18b372ba0beb61f32aba1b5fa9194,CC-BY-4.0,reference-59
source_mendeley_wfsm6f9rbn_v1,EOS TPU 1301,EOS TPU 1301,TPU_10,TPU_10.xls,silver|TPU_10|Éprouvette 2,Éprouvette 2,4.806710080075033,168.77224545413628,4.602074522685623,180.1052723401226,61.51851652435217,1062,4.806710080075033,180.1052723401226,6.665131867232383,30.511748866840872,0.0,valid,b00e97e3b06bf384a9a1c6f82a95995a6cb9dfce9cf0b8d33422725f69e76f4d,True,valid,direct_tensile_curve_area_silver_process_not_new_chemistry,SLS_printed_thermoplastic_polyurethane,commercial_grade_known,exploratory_condition_code_detailed_mapping_incomplete,direct_tensile_toughness_silver_process,SLS_TPU_process_silver,low_weight_process_transfer_only,0.0,0.0,10.17632/wfsm6f9rbn.1|EOS TPU 1301,数据/原始/外部数据/新增开放数据/Mendeley_SLS_TPU工艺力学/结构化表格/TPU_10.xls#sample=Éprouvette 2,b7bce671fce56e173064ade8e516c66d11f18b372ba0beb61f32aba1b5fa9194,CC-BY-4.0,reference-59
source_mendeley_wfsm6f9rbn_v1,EOS TPU 1301,EOS TPU 1301,TPU_10,TPU_10.xls,silver|TPU_10|Éprouvette 3,Éprouvette 3,4.979704210608155,160.67094964021817,4.830138533545711,167.29597252840176,52.74213355711951,933,4.979704210608155,167.29597252840176,6.3278494267840095,31.594001827063583,0.0,valid,11d883445355fea18075d3b8d1e24734bda784c15d8898177fed993f757d6cea,True,valid,direct_tensile_curve_area_silver_process_not_new_chemistry,SLS_printed_thermoplastic_polyurethane,commercial_grade_known,exploratory_condition_code_detailed_mapping_incomplete,direct_tensile_toughness_silver_process,SLS_TPU_process_silver,low_weight_process_transfer_only,0.0,0.0,10.17632/wfsm6f9rbn.1|EOS TPU 1301,数据/原始/外部数据/新增开放数据/Mendeley_SLS_TPU工艺力学/结构化表格/TPU_10.xls#sample=Éprouvette 3,b7bce671fce56e173064ade8e516c66d11f18b372ba0beb61f32aba1b5fa9194,CC-BY-4.0,reference-59
source_mendeley_wfsm6f9rbn_v1,EOS TPU 1301,EOS TPU 1301,TPU_10,TPU_10.xls,silver|TPU_10|Éprouvette 4,Éprouvette 4,4.999151243805928,172.46664364147,4.88334218546765,177.21649486827664,59.42113172448866,971,4.999151243805928,177.21649486827664,6.780914314566963,31.134590428822122,0.0,valid,5fc385b2b4872b0e1cf88ae7066bb098b8a42f0c76ee38ebc6d6a43e857ceb40,True,valid,direct_tensile_curve_area_silver_process_not_new_chemistry,SLS_printed_thermoplastic_polyurethane,commercial_grade_known,exploratory_condition_code_detailed_mapping_incomplete,direct_tensile_toughness_silver_process,SLS_TPU_process_silver,low_weight_process_transfer_only,0.0,0.0,10.17632/wfsm6f9rbn.1|EOS TPU 1301,数据/原始/外部数据/新增开放数据/Mendeley_SLS_TPU工艺力学/结构化表格/TPU_10.xls#sample=Éprouvette 4,b7bce671fce56e173064ade8e516c66d11f18b372ba0beb61f32aba1b5fa9194,CC-BY-4.0,reference-59
source_mendeley_wfsm6f9rbn_v1,EOS TPU 1301,EOS TPU 1301,TPU_10,TPU_10.xls,silver|TPU_10|Éprouvette 5,Éprouvette 5,4.987264360700335,173.72420252440497,4.739778662930016,183.22405756590888,56.06227833144549,2140,4.987264360700335,183.22405756590888,7.064326512124208,31.142949199716305,0.0,valid,25c496420673259a08c2b728e944d65688018a488370eb21c54d4e63413ab333,False,valid,direct_tensile_curve_area_silver_process_not_new_chemistry,SLS_printed_thermoplastic_polyurethane,commercial_grade_known,exploratory_condition_code_detailed_mapping_incomplete,direct_tensile_toughness_silver_process,SLS_TPU_process_silver,low_weight_process_transfer_only,0.15,0.0,10.17632/wfsm6f9rbn.1|EOS TPU 1301,数据/原始/外部数据/新增开放数据/Mendeley_SLS_TPU工艺力学/结构化表格/TPU_10.xls#sample=Éprouvette 5,b7bce671fce56e173064ade8e516c66d11f18b372ba0beb61f32aba1b5fa9194,CC-BY-4.0,reference-59
source_mendeley_wfsm6f9rbn_v1,EOS TPU 1301,EOS TPU 1301,TPU_1_1 (45°),TPU_1_1 (45°).xlsx,silver|TPU_1_1 (45°)|Éprouvette 1,Éprouvette 1,2.1225454330444338,36.702916622161865,1.8008504867553712,37.24040508270264,22.908058441842087,8943,2.1225454330444338,37.24040508270264,0.5629547727952213,15.975343702962732,0.0,valid,06f034a2e50016bf77d79f77897e49d70b211906a06fcbb8c6fb05fdbde7ceb9,False,valid,direct_tensile_curve_area_silver_process_not_new_chemistry,SLS_printed_thermoplastic_polyurethane,commercial_grade_known,exploratory_condition_code_detailed_mapping_incomplete,direct_tensile_toughness_silver_process,SLS_TPU_process_silver,low_weight_process_transfer_only,0.15,0.0,10.17632/wfsm6f9rbn.1|EOS TPU 1301,数据/原始/外部数据/新增开放数据/Mendeley_SLS_TPU工艺力学/结构化表格/TPU_1_1 (45°).xlsx#sample=Éprouvette 1,f5008c1d81fb604cd089e10b2408b086bda370003109deb22a5ed8b69dc6b87a,CC-BY-4.0,reference-59
