source_id,material_grade,formulation_id,condition_id,source_workbook_name,parsed_workbook_name,sample_id,source_sample_label,source_Fmax_MPa,source_strain_at_Fmax_percent,source_fracture_stress_MPa,source_elongation_at_break_percent,source_young_modulus_MPa,curve_point_count,tensile_strength_MPa,elongation_at_break_percent,toughness_MJ_m3,young_modulus_0_5pct_MPa,negative_strain_step_fraction,endpoint_quality_status,toughness_semantics,material_class,chemistry_mapping_status,target_role,model_admission_layer,usage_mode,sample_weight_ceiling,process_mapping_status,split_group,source_locator,source_file_sha256,license,citation_keys
source_mendeley_wfsm6f9rbn_v1,EOS TPU 1301,EOS TPU 1301,TPU_1 (45°),TPU_1 (45°).xlsx,TPU_1 (45°).xlsx,TPU_1 (45°)|Éprouvette 1,Éprouvette 1,1.8830190658569337,32.81714677810669,1.556894588470459,35.02129316329956,22.036421741708654,8412,1.8830190658569337,35.02129316329956,0.47405647740460727,15.014444134387883,0.0,valid,direct_tensile_curve_area_application_not_independent_chemistry,SLS_printed_thermoplastic_polyurethane,commercial_grade_process_condition_partial,direct_tensile_toughness_application,core_tpu_application_experimental,gold_process_transfer_after_condition_group_split,0.35,paper_condition_mapped_detailed_parameters_partial,10.17632/wfsm6f9rbn.1|EOS TPU 1301,数据/原始/外部数据/新增开放数据/Mendeley_SLS_TPU工艺力学/结构化表格/TPU_1 (45°).xlsx#sample=Éprouvette 1,de510df0699c028975dc1f6d353e0467d8fd2cc000271e2ca197312f0caca41f,CC-BY-4.0,reference-59
source_mendeley_wfsm6f9rbn_v1,EOS TPU 1301,EOS TPU 1301,TPU_1 (45°),TPU_1 (45°).xlsx,TPU_1 (45°).xlsx,TPU_1 (45°)|Éprouvette 2,Éprouvette 2,1.7092470169067384,21.652097702026367,1.5956315994262695,24.38124418258667,23.414401375060745,5858,1.7092470169067384,24.38124418258667,0.2963010284719873,16.545551163764376,0.0,valid,direct_tensile_curve_area_application_not_independent_chemistry,SLS_printed_thermoplastic_polyurethane,commercial_grade_process_condition_partial,direct_tensile_toughness_application,core_tpu_application_experimental,gold_process_transfer_after_condition_group_split,0.35,paper_condition_mapped_detailed_parameters_partial,10.17632/wfsm6f9rbn.1|EOS TPU 1301,数据/原始/外部数据/新增开放数据/Mendeley_SLS_TPU工艺力学/结构化表格/TPU_1 (45°).xlsx#sample=Éprouvette 2,de510df0699c028975dc1f6d353e0467d8fd2cc000271e2ca197312f0caca41f,CC-BY-4.0,reference-59
source_mendeley_wfsm6f9rbn_v1,EOS TPU 1301,EOS TPU 1301,TPU_1 (45°),TPU_1 (45°).xlsx,TPU_1 (45°).xlsx,TPU_1 (45°)|Éprouvette 3,Éprouvette 3,2.0389223098754883,36.57455921173096,1.8096403121948244,40.2579402923584,23.817761640109055,9667,2.0389223098754883,40.2579402923584,0.611038339014141,16.205050083239325,0.0,valid,direct_tensile_curve_area_application_not_independent_chemistry,SLS_printed_thermoplastic_polyurethane,commercial_grade_process_condition_partial,direct_tensile_toughness_application,core_tpu_application_experimental,gold_process_transfer_after_condition_group_split,0.35,paper_condition_mapped_detailed_parameters_partial,10.17632/wfsm6f9rbn.1|EOS TPU 1301,数据/原始/外部数据/新增开放数据/Mendeley_SLS_TPU工艺力学/结构化表格/TPU_1 (45°).xlsx#sample=Éprouvette 3,de510df0699c028975dc1f6d353e0467d8fd2cc000271e2ca197312f0caca41f,CC-BY-4.0,reference-59
source_mendeley_wfsm6f9rbn_v1,EOS TPU 1301,EOS TPU 1301,TPU_1 (45°),TPU_1 (45°).xlsx,TPU_1 (45°).xlsx,TPU_1 (45°)|Éprouvette 4,Éprouvette 4,1.9347127914428712,27.109618186950684,1.9191078186035158,27.342915534973145,23.73452202364227,6567,1.9347127914428712,27.342915534973145,0.36078192723663816,16.272087302698424,0.0,valid,direct_tensile_curve_area_application_not_independent_chemistry,SLS_printed_thermoplastic_polyurethane,commercial_grade_process_condition_partial,direct_tensile_toughness_application,core_tpu_application_experimental,gold_process_transfer_after_condition_group_split,0.35,paper_condition_mapped_detailed_parameters_partial,10.17632/wfsm6f9rbn.1|EOS TPU 1301,数据/原始/外部数据/新增开放数据/Mendeley_SLS_TPU工艺力学/结构化表格/TPU_1 (45°).xlsx#sample=Éprouvette 4,de510df0699c028975dc1f6d353e0467d8fd2cc000271e2ca197312f0caca41f,CC-BY-4.0,reference-59
source_mendeley_wfsm6f9rbn_v1,EOS TPU 1301,EOS TPU 1301,TPU_1 (45°),TPU_1 (45°).xlsx,TPU_1 (45°).xlsx,TPU_1 (45°)|Éprouvette 5,Éprouvette 5,1.6696521759033205,30.3812837600708,1.2303250312805176,33.39794874191284,19.733540378763973,8022,1.6696521759033205,33.39794874191284,0.39834056708416377,13.780160496267545,0.0,valid,direct_tensile_curve_area_application_not_independent_chemistry,SLS_printed_thermoplastic_polyurethane,commercial_grade_process_condition_partial,direct_tensile_toughness_application,core_tpu_application_experimental,gold_process_transfer_after_condition_group_split,0.35,paper_condition_mapped_detailed_parameters_partial,10.17632/wfsm6f9rbn.1|EOS TPU 1301,数据/原始/外部数据/新增开放数据/Mendeley_SLS_TPU工艺力学/结构化表格/TPU_1 (45°).xlsx#sample=Éprouvette 5,de510df0699c028975dc1f6d353e0467d8fd2cc000271e2ca197312f0caca41f,CC-BY-4.0,reference-59
source_mendeley_wfsm6f9rbn_v1,EOS TPU 1301,EOS TPU 1301,TPU_1 (on edge),TPU_1 (on edge).xlsx,TPU_1 (on edge).xlsx,TPU_1 (on edge)|Éprouvette 1,Éprouvette 1,3.6434959411621097,98.69714736938477,3.3120639801025393,101.75539016723633,28.68128770915533,24427,3.6434959411621097,101.75539016723633,2.7822035590713563,19.289279893505032,0.0,valid,direct_tensile_curve_area_application_not_independent_chemistry,SLS_printed_thermoplastic_polyurethane,commercial_grade_process_condition_partial,direct_tensile_toughness_application,core_tpu_application_experimental,gold_process_transfer_after_condition_group_split,0.35,paper_condition_mapped_detailed_parameters_partial,10.17632/wfsm6f9rbn.1|EOS TPU 1301,数据/原始/外部数据/新增开放数据/Mendeley_SLS_TPU工艺力学/结构化表格/TPU_1 (on edge).xlsx#sample=Éprouvette 1,65e309f8f24f5e2c7ba8e673ff1d557b719a004d5f98849ff78ad15b29280a1e,CC-BY-4.0,reference-59
source_mendeley_wfsm6f9rbn_v1,EOS TPU 1301,EOS TPU 1301,TPU_1 (on edge),TPU_1 (on edge).xlsx,TPU_1 (on edge).xlsx,TPU_1 (on edge)|Éprouvette 2,Éprouvette 2,3.139790153503418,78.55213165283203,2.935664749145508,79.78955745697021,25.874577865186843,19156,3.139790153503418,79.78955745697021,1.8451867282426955,17.625305053509408,0.0,valid,direct_tensile_curve_area_application_not_independent_chemistry,SLS_printed_thermoplastic_polyurethane,commercial_grade_process_condition_partial,direct_tensile_toughness_application,core_tpu_application_experimental,gold_process_transfer_after_condition_group_split,0.35,paper_condition_mapped_detailed_parameters_partial,10.17632/wfsm6f9rbn.1|EOS TPU 1301,数据/原始/外部数据/新增开放数据/Mendeley_SLS_TPU工艺力学/结构化表格/TPU_1 (on edge).xlsx#sample=Éprouvette 2,65e309f8f24f5e2c7ba8e673ff1d557b719a004d5f98849ff78ad15b29280a1e,CC-BY-4.0,reference-59
source_mendeley_wfsm6f9rbn_v1,EOS TPU 1301,EOS TPU 1301,TPU_1 (on edge),TPU_1 (on edge).xlsx,TPU_1 (on edge).xlsx,TPU_1 (on edge)|Éprouvette 3,Éprouvette 3,3.5779155731201175,94.77450370788574,3.038675689697266,101.62040710449219,29.09152295562541,24395,3.5779155731201175,101.62040710449219,2.743331781979551,19.125078724867148,0.0,valid,direct_tensile_curve_area_application_not_independent_chemistry,SLS_printed_thermoplastic_polyurethane,commercial_grade_process_condition_partial,direct_tensile_toughness_application,core_tpu_application_experimental,gold_process_transfer_after_condition_group_split,0.35,paper_condition_mapped_detailed_parameters_partial,10.17632/wfsm6f9rbn.1|EOS TPU 1301,数据/原始/外部数据/新增开放数据/Mendeley_SLS_TPU工艺力学/结构化表格/TPU_1 (on edge).xlsx#sample=Éprouvette 3,65e309f8f24f5e2c7ba8e673ff1d557b719a004d5f98849ff78ad15b29280a1e,CC-BY-4.0,reference-59
source_mendeley_wfsm6f9rbn_v1,EOS TPU 1301,EOS TPU 1301,TPU_1 (on edge),TPU_1 (on edge).xlsx,TPU_1 (on edge).xlsx,TPU_1 (on edge)|Éprouvette 4,Éprouvette 4,3.4344871520996096,83.8304328918457,3.1790115356445314,85.95131874084473,28.305059222300063,20634,3.4344871520996096,85.95131874084473,2.1920086849603404,19.065821946838504,0.0,valid,direct_tensile_curve_area_application_not_independent_chemistry,SLS_printed_thermoplastic_polyurethane,commercial_grade_process_condition_partial,direct_tensile_toughness_application,core_tpu_application_experimental,gold_process_transfer_after_condition_group_split,0.35,paper_condition_mapped_detailed_parameters_partial,10.17632/wfsm6f9rbn.1|EOS TPU 1301,数据/原始/外部数据/新增开放数据/Mendeley_SLS_TPU工艺力学/结构化表格/TPU_1 (on edge).xlsx#sample=Éprouvette 4,65e309f8f24f5e2c7ba8e673ff1d557b719a004d5f98849ff78ad15b29280a1e,CC-BY-4.0,reference-59
source_mendeley_wfsm6f9rbn_v1,EOS TPU 1301,EOS TPU 1301,TPU_1 (on edge),TPU_1 (on edge).xlsx,TPU_1 (on edge).xlsx,TPU_1 (on edge)|Éprouvette 5,Éprouvette 5,3.392021942138672,86.1553955078125,3.1242902755737307,87.98866271972656,27.452773962566777,21123,3.392021942138672,87.98866271972656,2.2253675526131635,18.696119806068346,0.0,valid,direct_tensile_curve_area_application_not_independent_chemistry,SLS_printed_thermoplastic_polyurethane,commercial_grade_process_condition_partial,direct_tensile_toughness_application,core_tpu_application_experimental,gold_process_transfer_after_condition_group_split,0.35,paper_condition_mapped_detailed_parameters_partial,10.17632/wfsm6f9rbn.1|EOS TPU 1301,数据/原始/外部数据/新增开放数据/Mendeley_SLS_TPU工艺力学/结构化表格/TPU_1 (on edge).xlsx#sample=Éprouvette 5,65e309f8f24f5e2c7ba8e673ff1d557b719a004d5f98849ff78ad15b29280a1e,CC-BY-4.0,reference-59
